years,window_start,actual_start,actual_end,allocation,weekly_budget,contributed,final_value,profit,roi,worst_interim_loss,terminal_tqqq_market_weight,maximum_tqqq_market_weight
5,2008-01-01,2008-01-02,2012-12-31,50_50_monthly_rebalance,100.0,26200.0,47954.97399860339,21754.97399860339,0.8303425190306637,-0.660352141340679,0.49682887387745756,0.5737407380813273
5,2008-01-01,2008-01-02,2012-12-31,50_TQQQ_50_cash,100.0,26200.0,41521.24039261938,15321.24039261938,0.5847801676572282,-0.4124862137741949,0.6844988281629323,0.7405714218601549
5,2008-01-01,2008-01-02,2012-12-31,30_TQQQ_70_cash,100.0,26200.0,35392.74423557163,9192.744235571627,0.3508681005943368,-0.24749172826451693,0.4818146940533844,0.5502405800900237
5,2008-02-01,2008-02-01,2013-02-01,100_QQQ,100.0,26200.0,38707.438780467244,12507.438780467244,0.4773831595598186,-0.39499759659037603,0.0,0.0
5,2008-02-01,2008-02-01,2013-02-01,100_QLD,100.0,26200.0,51161.34969808458,24961.34969808458,0.9527232709192588,-0.6620887029366112,0.0,0.0
5,2008-02-01,2008-02-01,2013-02-01,100_TQQQ,100.0,26200.0,63331.62528691804,37131.62528691804,1.4172376063709176,-0.8177204413137383,1.0,1.0
5,2008-02-01,2008-02-01,2013-02-01,50_TQQQ_only,50.0,13100.0,31665.81264345902,18565.81264345902,1.4172376063709176,-0.8177204413137383,1.0,1.0
5,2008-02-01,2008-02-01,2013-02-01,50_TQQQ_50_QQQ,100.0,26200.0,51019.53203369264,24819.532033692638,0.947310382965368,-0.6063590189520571,0.6206605858820369,0.64897258057491
5,2008-02-01,2008-02-01,2013-02-01,50_50_monthly_rebalance,100.0,26200.0,51418.55465622938,25218.554656229382,0.9625402540545567,-0.6524138485614657,0.4999999999999964,0.5736815998469763
5,2008-02-01,2008-02-01,2013-02-01,50_TQQQ_50_cash,100.0,26200.0,44765.81264345902,18565.812643459023,0.708618803185459,-0.4088602206568691,0.7073659735759512,0.7427873794294607
5,2008-02-01,2008-02-01,2013-02-01,30_TQQQ_70_cash,100.0,26200.0,37339.48758607541,11139.487586075411,0.4251712819112752,-0.24531613239412153,0.5088309672776729,0.5531012252969285
5,2008-03-01,2008-03-03,2013-03-01,100_QQQ,100.0,26100.0,38176.77139119509,12076.771391195092,0.4627115475553676,-0.39111830662663916,0.0,0.0
5,2008-03-01,2008-03-03,2013-03-01,100_QLD,100.0,26100.0,50258.76666976165,24158.76666976165,0.9256232440521706,-0.6545486200206649,0.0,0.0
5,2008-03-01,2008-03-03,2013-03-01,100_TQQQ,100.0,26100.0,62082.66552558763,35982.66552558763,1.3786461887198325,-0.8093395937578445,1.0,1.0
5,2008-03-01,2008-03-03,2013-03-01,50_TQQQ_only,50.0,13050.0,31041.332762793816,17991.332762793816,1.3786461887198325,-0.8093395937578445,1.0,1.0
5,2008-03-01,2008-03-03,2013-03-01,50_TQQQ_50_QQQ,100.0,26100.0,50129.71845839136,24029.718458391362,0.9206788681376001,-0.6002289501922418,0.6192201695399252,0.6519806115137685
5,2008-03-01,2008-03-03,2013-03-01,50_50_monthly_rebalance,100.0,26100.0,50474.34960125195,24374.349601251954,0.9338831264847491,-0.6447161692576935,0.4999999999999937,0.5735902967118527
5,2008-03-01,2008-03-03,2013-03-01,50_TQQQ_50_cash,100.0,26100.0,44091.33276279381,17991.332762793812,0.6893230943599162,-0.40466979687892224,0.704023462610952,0.745265941133706
5,2008-03-01,2008-03-03,2013-03-01,30_TQQQ_70_cash,100.0,26100.0,36894.79965767629,10794.799657676289,0.41359385661594983,-0.24280187812735332,0.5048082610688803,0.5563158239912543
5,2008-04-01,2008-04-01,2013-04-01,100_QQQ,100.0,26200.0,38709.10189060268,12509.10189060268,0.47744663704590384,-0.39096698019489307,0.0,0.0
5,2008-04-01,2008-04-01,2013-04-01,100_QLD,100.0,26200.0,51810.98585631589,25610.985856315892,0.9775185441341943,-0.6509974235871083,0.0,0.0
5,2008-04-01,2008-04-01,2013-04-01,100_TQQQ,100.0,26200.0,65295.00599570914,39095.00599570914,1.4921758013629445,-0.8036588457131546,1.0,1.0
5,2008-04-01,2008-04-01,2013-04-01,50_TQQQ_only,50.0,13100.0,32647.50299785457,19547.50299785457,1.4921758013629445,-0.8036588457131546,1.0,1.0
5,2008-04-01,2008-04-01,2013-04-01,50_TQQQ_50_QQQ,100.0,26200.0,52002.053943155915,25802.053943155915,0.9848112192044243,-0.5973129129540238,0.6278117982328536,0.6543210713043394
5,2008-04-01,2008-04-01,2013-04-01,50_50_monthly_rebalance,100.0,26200.0,52024.00965212034,25824.009652120338,0.9856492233633716,-0.641212626558326,0.49999999999998823,0.5734997299568297
5,2008-04-01,2008-04-01,2013-04-01,50_TQQQ_50_cash,100.0,26200.0,45747.50299785457,19547.50299785457,0.7460879006814722,-0.4018294228565773,0.7136455731668163,0.7469845940126008
5,2008-04-01,2008-04-01,2013-04-01,30_TQQQ_70_cash,100.0,26200.0,37928.50179871274,11728.501798712743,0.44765274040888325,-0.24109765371394642,0.5164586226650681,0.5585541778971327
5,2008-05-01,2008-05-01,2013-05-01,100_QQQ,100.0,26200.0,39536.975492974765,13336.975492974765,0.509044866144075,-0.3849472595391207,0.0,0.0
5,2008-05-01,2008-05-01,2013-05-01,100_QLD,100.0,26200.0,54245.73463782072,28045.734637820722,1.0704478869397223,-0.6410508922346025,0.0,0.0
5,2008-05-01,2008-05-01,2013-05-01,100_TQQQ,100.0,26200.0,70111.87132135677,43911.87132135677,1.6760256229525483,-0.793085829115741,1.0,1.0
5,2008-05-01,2008-05-01,2013-05-01,50_TQQQ_only,50.0,13100.0,35055.935660678384,21955.935660678384,1.6760256229525483,-0.793085829115741,1.0,1.0
5,2008-05-01,2008-05-01,2013-05-01,50_TQQQ_50_QQQ,100.0,26200.0,54824.42340716577,28624.42340716577,1.0925352445483116,-0.5890165443274309,0.6394218759097142,0.6567900926790375
5,2008-05-01,2008-05-01,2013-05-01,50_50_monthly_rebalance,100.0,26200.0,54415.16502967507,28215.165029675067,1.0769146957891245,-0.6312128765188839,0.4999999999999973,0.5734133729600338
5,2008-05-01,2008-05-01,2013-05-01,50_TQQQ_50_cash,100.0,26200.0,48155.935660678384,21955.935660678384,0.8380128114762742,-0.3965429145578705,0.7279670757036755,0.7490812962655061
5,2008-05-01,2008-05-01,2013-05-01,30_TQQQ_70_cash,100.0,26200.0,39373.56139640703,13173.561396407029,0.5028076868857645,-0.2379257487347224,0.5342052039601989,0.5612953081034211
5,2008-06-01,2008-06-02,2013-05-31,100_QQQ,100.0,26100.0,40739.29065350506,14639.290653505057,0.5608923622032589,-0.36610258709880317,0.0,0.0
5,2008-06-01,2008-06-02,2013-05-31,100_QLD,100.0,26100.0,58166.12665162861,32066.126651628612,1.2285872280317478,-0.6164504096867378,0.0,0.0
5,2008-06-01,2008-06-02,2013-05-31,100_TQQQ,100.0,26100.0,78362.9721693577,52262.9721693577,2.0024127267953142,-0.7705174611830515,1.0,1.0
5,2008-06-01,2008-06-02,2013-05-31,50_TQQQ_only,50.0,13050.0,39181.48608467885,26131.48608467885,2.0024127267953142,-0.7705174611830515,1.0,1.0
5,2008-06-01,2008-06-02,2013-05-31,50_TQQQ_50_QQQ,100.0,26100.0,59551.13141143138,33451.13141143138,1.2816525444992863,-0.5683100241409274,0.6579469634922437,0.6657947004177857
5,2008-06-01,2008-06-02,2013-05-31,50_50_monthly_rebalance,100.0,26100.0,58364.74704052867,32264.747040528673,1.236197204617957,-0.6062552792353907,0.5184872104363428,0.5733117469157848
5,2008-06-01,2008-06-02,2013-05-31,50_TQQQ_50_cash,100.0,26100.0,52231.48608467885,26131.48608467885,1.0012063633976571,-0.3852587305915257,0.7501507045224972,0.7600368865531411
5,2008-06-01,2008-06-02,2013-05-31,30_TQQQ_70_cash,100.0,26100.0,41778.89165080731,15678.891650807309,0.6007238180385943,-0.23115523835491547,0.5626978294995779,0.5758069741913215
5,2008-07-01,2008-07-01,2013-07-01,100_QQQ,100.0,26200.0,39919.69675509167,13719.696755091667,0.5236525479042622,-0.34602372071030685,0.0,0.0
5,2008-07-01,2008-07-01,2013-07-01,100_QLD,100.0,26200.0,55882.86617490413,29682.866174904128,1.1329338234696231,-0.589991013633174,0.0,0.0
5,2008-07-01,2008-07-01,2013-07-01,100_TQQQ,100.0,26200.0,73872.07842285109,47672.07842285109,1.8195449779714155,-0.7458679869964732,1.0,1.0
5,2008-07-01,2008-07-01,2013-07-01,50_TQQQ_only,50.0,13100.0,36936.039211425545,23836.039211425545,1.8195449779714155,-0.7458679869964732,1.0,1.0
5,2008-07-01,2008-07-01,2013-07-01,50_TQQQ_50_QQQ,100.0,26200.0,56895.88758897138,30695.88758897138,1.171598762937839,-0.54594585385339,0.6491864487335139,0.667845870381667
5,2008-07-01,2008-07-01,2013-07-01,50_50_monthly_rebalance,100.0,26200.0,56040.491853548134,29840.491853548134,1.138950070746112,-0.5794476353656761,0.49999999999998834,0.5732195344908942
5,2008-07-01,2008-07-01,2013-07-01,50_TQQQ_50_cash,100.0,26200.0,50036.039211425545,23836.039211425545,0.9097724889857077,-0.3729339934982365,0.7381887094490752,0.7617014742966218
5,2008-07-01,2008-07-01,2013-07-01,30_TQQQ_70_cash,100.0,26200.0,40501.62352685533,14301.623526855328,0.5458634933914248,-0.22376039609894205,0.5471786461142888,0.5780400262318369
5,2008-08-01,2008-08-01,2013-08-01,100_QQQ,100.0,26200.0,42338.72008122722,16138.72008122722,0.6159816824895885,-0.3262528696459317,0.0,0.0
5,2008-08-01,2008-08-01,2013-08-01,100_QLD,100.0,26200.0,63212.88745435,37012.88745435,1.4127056280286259,-0.5609704381313432,0.0,0.0
5,2008-08-01,2008-08-01,2013-08-01,100_TQQQ,100.0,26200.0,89347.37388701615,63147.37388701615,2.410205110191456,-0.7161962229845348,1.0,1.0
5,2008-08-01,2008-08-01,2013-08-01,50_TQQQ_only,50.0,13100.0,44673.68694350807,31573.686943508073,2.410205110191456,-0.7161962229845348,1.0,1.0
5,2008-08-01,2008-08-01,2013-08-01,50_TQQQ_50_QQQ,100.0,26200.0,65843.04698412168,39643.04698412168,1.5130933963405222,-0.5212245463152333,0.6784875395314149,0.6784875395314149
5,2008-08-01,2008-08-01,2013-08-01,50_50_monthly_rebalance,100.0,26200.0,63487.70018285464,37287.70018285464,1.4231946634677346,-0.5502692563498383,0.4999999999999956,0.5731009400781667
5,2008-08-01,2008-08-01,2013-08-01,50_TQQQ_50_cash,100.0,26200.0,57773.68694350807,31573.686943508073,1.2051025550957282,-0.35809811149226733,0.7732531764363704,0.7732531764363704
5,2008-08-01,2008-08-01,2013-08-01,30_TQQQ_70_cash,100.0,26200.0,45144.212166104844,18944.212166104844,0.7230615330574368,-0.2148588668953605,0.5937463714613226,0.5937463714613226
5,2008-09-01,2008-09-02,2013-08-30,100_QQQ,100.0,26100.0,41267.17619418799,15167.176194187989,0.5811178618462831,-0.2757638314056562,0.0,0.0
5,2008-09-01,2008-09-02,2013-08-30,100_QLD,100.0,26100.0,60682.289380965914,34582.289380965914,1.3249919303052073,-0.4913164162820932,0.0,0.0
5,2008-09-01,2008-09-02,2013-08-30,100_TQQQ,100.0,26100.0,84677.59583023729,58577.59583023729,2.2443523306604325,-0.6476870979267355,1.0,1.0
5,2008-09-01,2008-09-02,2013-08-30,50_TQQQ_only,50.0,13050.0,42338.797915118645,29288.797915118645,2.2443523306604325,-0.6476870979267355,1.0,1.0
5,2008-09-01,2008-09-02,2013-08-30,50_TQQQ_50_QQQ,100.0,26100.0,62972.386012212635,36872.386012212635,1.4127350962533578,-0.4617254646661958,0.6723391091915687,0.6832397279417078
5,2008-09-01,2008-09-02,2013-08-30,50_50_monthly_rebalance,100.0,26100.0,60911.69702717829,34811.69702717829,1.3337814952941875,-0.48038725877193766,0.49151052751477714,0.5729426866552141
5,2008-09-01,2008-09-02,2013-08-30,50_TQQQ_50_cash,100.0,26100.0,55388.797915118645,29288.797915118645,1.1221761653302162,-0.32384354896336764,0.7643927925643258,0.7777823713189199
5,2008-09-01,2008-09-02,2013-08-30,30_TQQQ_70_cash,100.0,26100.0,43673.278749071185,17573.278749071185,0.6733056991981297,-0.19430612937802072,0.5816663982346745,0.6000063784901228
5,2008-10-01,2008-10-01,2013-10-01,100_QQQ,100.0,26200.0,43424.78881696286,17224.788816962857,0.6574346876703381,-0.21478344942657823,0.0,0.0
5,2008-10-01,2008-10-01,2013-10-01,100_QLD,100.0,26200.0,67404.43146178192,41204.43146178192,1.5726882237321345,-0.4005339234982457,0.0,0.0
5,2008-10-01,2008-10-01,2013-10-01,100_TQQQ,100.0,26200.0,99688.4831494876,73488.4831494876,2.8049039370033433,-0.5517732528316839,1.0,1.0
5,2008-10-01,2008-10-01,2013-10-01,50_TQQQ_only,50.0,13100.0,49844.2415747438,36744.2415747438,2.8049039370033433,-0.5517732528316839,1.0,1.0
5,2008-10-01,2008-10-01,2013-10-01,50_TQQQ_50_QQQ,100.0,26200.0,71556.63598322522,45356.63598322522,1.7311693123368403,-0.3832783511291311,0.6965704981775361,0.6965704981775361
5,2008-10-01,2008-10-01,2013-10-01,50_50_monthly_rebalance,100.0,26200.0,67714.40449747826,41514.40449747826,1.5845192556289414,-0.3887297681046973,0.4999999999999868,0.5727707477489229
5,2008-10-01,2008-10-01,2013-10-01,50_TQQQ_50_cash,100.0,26200.0,62944.2415747438,36744.2415747438,1.4024519685016719,-0.27588662641584194,0.7918792939232691,0.7918792939232691
5,2008-10-01,2008-10-01,2013-10-01,30_TQQQ_70_cash,100.0,26200.0,48246.544944846275,22046.544944846275,0.8414711811010029,-0.1655319758495053,0.6198691528903131,0.6198691528903131
5,2008-11-01,2008-11-03,2013-11-01,100_QQQ,100.0,26100.0,44250.16937439519,18150.16937439519,0.6954087882910034,-0.16491773313069202,0.0,0.0
5,2008-11-01,2008-11-03,2013-11-01,100_QLD,100.0,26100.0,70647.59489945805,44547.594899458054,1.7068044022780864,-0.3102465123791953,0.0,0.0
5,2008-11-01,2008-11-03,2013-11-01,100_TQQQ,100.0,26100.0,108121.10270903788,82021.10270903788,3.1425709850206083,-0.43624620215404253,1.0,1.0
5,2008-11-01,2008-11-03,2013-11-01,50_TQQQ_only,50.0,13050.0,54060.55135451894,41010.55135451894,3.1425709850206083,-0.43624620215404253,1.0,1.0
5,2008-11-01,2008-11-03,2013-11-01,50_TQQQ_50_QQQ,100.0,26100.0,76185.63604171653,50085.63604171653,1.9189898866558055,-0.3005819676423672,0.7095898146064872,0.7110640174866965
5,2008-11-01,2008-11-03,2013-11-01,50_50_monthly_rebalance,100.0,26100.0,70944.75887733517,44844.758877335174,1.7181899953001984,-0.30058196764236755,0.4999999999999867,0.5723272557408821
5,2008-11-01,2008-11-03,2013-11-01,50_TQQQ_50_cash,100.0,26100.0,67110.55135451895,41010.551354518946,1.5712854925103046,-0.21812310107702126,0.80554473571433,0.8072109062367153
5,2008-11-01,2008-11-03,2013-11-01,30_TQQQ_70_cash,100.0,26100.0,50706.33081271136,24606.330812711363,0.9427712955061824,-0.13087386064621287,0.6396899616443955,0.6421459302853818
5,2008-12-01,2008-12-01,2013-11-29,100_QQQ,100.0,26100.0,44999.99398374435,18899.993983744353,0.7241377005266036,-0.1049695471619354,0.0,0.0
5,2008-12-01,2008-12-01,2013-11-29,100_QLD,100.0,26100.0,73253.64241044672,47153.642410446715,1.8066529659174986,-0.21165042281744506,0.0,0.0
5,2008-12-01,2008-12-01,2013-11-29,100_TQQQ,100.0,26100.0,114849.30499338558,88749.30499338558,3.4003565131565354,-0.3146403092371012,1.0,1.0
5,2008-12-01,2008-12-01,2013-11-29,50_TQQQ_only,50.0,13050.0,57424.65249669279,44374.65249669279,3.4003565131565354,-0.3146403092371012,1.0,1.0
5,2008-12-01,2008-12-01,2013-11-29,50_TQQQ_50_QQQ,100.0,26100.0,79924.64948856496,53824.64948856496,2.0622471068415695,-0.20980492819951835,0.7184848837517729,0.7184848837517729
5,2008-12-01,2008-12-01,2013-11-29,50_50_monthly_rebalance,100.0,26100.0,73568.79668303728,47468.796683037275,1.8187278422619646,-0.2116196369806317,0.5158951403703345,0.5716747291403711
5,2008-12-01,2008-12-01,2013-11-29,50_TQQQ_50_cash,100.0,26100.0,70474.65249669278,44374.65249669278,1.7001782565782677,-0.15732015461855064,0.814827040110451,0.814827040110451
5,2008-12-01,2008-12-01,2013-11-29,30_TQQQ_70_cash,100.0,26100.0,52724.79149801567,26624.79149801567,1.0201069539469607,-0.09439209277113025,0.6534836937062596,0.6534836937062596
5,2009-01-01,2009-01-02,2013-12-31,100_QQQ,100.0,26200.0,45564.71344240146,19364.71344240146,0.7391112000916586,-0.11021636028554449,0.0,0.0
5,2009-01-01,2009-01-02,2013-12-31,100_QLD,100.0,26200.0,74893.5294107972,48693.5294107972,1.8585316569006567,-0.2153880132634245,0.0,0.0
5,2009-01-01,2009-01-02,2013-12-31,100_TQQQ,100.0,26200.0,118909.6240239527,92709.6240239527,3.538535268089798,-0.31261635824157175,1.0,1.0
5,2009-01-01,2009-01-02,2013-12-31,50_TQQQ_only,50.0,13100.0,59454.81201197635,46354.81201197635,3.538535268089798,-0.31261635824157175,1.0,1.0
5,2009-01-01,2009-01-02,2013-12-31,50_TQQQ_50_QQQ,100.0,26200.0,82237.16873317708,56037.16873317708,2.1388232340907285,-0.21141635926355817,0.7229676425860512,0.7229676425860512
5,2009-01-01,2009-01-02,2013-12-31,50_50_monthly_rebalance,100.0,26200.0,75231.47227385234,49031.47227385234,1.8714302394600129,-0.21483242594738583,0.5149707817042057,0.5704812718155166
5,2009-01-01,2009-01-02,2013-12-31,50_TQQQ_50_cash,100.0,26200.0,72554.81201197635,46354.81201197635,1.769267634044899,-0.15630817912078587,0.8194468480210846,0.8194468480210846
5,2009-01-01,2009-01-02,2013-12-31,30_TQQQ_70_cash,100.0,26200.0,54012.887207185806,27812.887207185806,1.061560580426939,-0.09378490747247159,0.6604514043167078,0.6604514043167078
5,2009-02-01,2009-02-02,2014-01-31,100_QQQ,100.0,26100.0,43565.71337624285,17465.71337624285,0.6691844205457029,-0.08986520770274964,0.0,0.0
5,2009-02-01,2009-02-02,2014-01-31,100_QLD,100.0,26100.0,68659.09707646299,42559.09707646299,1.6306167462246357,-0.17509661937766952,0.0,0.0
5,2009-02-01,2009-02-02,2014-01-31,100_TQQQ,100.0,26100.0,104656.88013244886,78556.88013244886,3.009842150668539,-0.2548385061714502,1.0,1.0
5,2009-02-01,2009-02-02,2014-01-31,50_TQQQ_only,50.0,13050.0,52328.44006622443,39278.44006622443,3.009842150668539,-0.2548385061714502,1.0,1.0
5,2009-02-01,2009-02-02,2014-01-31,50_TQQQ_50_QQQ,100.0,26100.0,74111.29675434585,48011.29675434585,1.8395132856071208,-0.17235185693709987,0.7060791317641587,0.719116539106374
5,2009-02-01,2009-02-02,2014-01-31,50_50_monthly_rebalance,100.0,26100.0,68901.2517006042,42801.2517006042,1.6398947011725746,-0.1733533759988911,0.4924455332426343,0.5676639486582266
5,2009-02-01,2009-02-02,2014-01-31,50_TQQQ_50_cash,100.0,26100.0,65378.44006622443,39278.44006622443,1.5049210753342694,-0.1274192530857251,0.8003929126057285,0.8150934806919856
5,2009-02-01,2009-02-02,2014-01-31,30_TQQQ_70_cash,100.0,26100.0,49667.06403973466,23567.064039734658,0.9029526452005616,-0.07645155185143504,0.632150594096248,0.6538836748849148
5,2009-03-01,2009-03-02,2014-02-28,100_QQQ,100.0,26100.0,44931.40738408942,18831.40738408942,0.7215098614593647,-0.01567272709718237,0.0,0.0
5,2009-03-01,2009-03-02,2014-02-28,100_QLD,100.0,26100.0,72911.03286835623,46811.032868356226,1.7935261635385529,-0.031587915014426926,0.0,0.0
5,2009-03-01,2009-03-02,2014-02-28,100_TQQQ,100.0,26100.0,114398.89851667962,88298.89851667962,3.3830995600260394,-0.0479917063007248,1.0,1.0
5,2009-03-01,2009-03-02,2014-02-28,50_TQQQ_only,50.0,13050.0,57199.44925833981,44149.44925833981,3.3830995600260394,-0.0479917063007248,1.0,1.0
5,2009-03-01,2009-03-02,2014-02-28,50_TQQQ_50_QQQ,100.0,26100.0,79665.15295038452,53565.15295038452,2.052304710742702,-0.03183221669895364,0.7179983611399534,0.7184146456203754
5,2009-03-01,2009-03-02,2014-02-28,50_50_monthly_rebalance,100.0,26100.0,73336.58150662106,47236.58150662106,1.8098307090659413,-0.03183221669895375,0.5356238768280288,0.5651978206973085
5,2009-03-01,2009-03-02,2014-02-28,50_TQQQ_50_cash,100.0,26100.0,70249.44925833981,44149.44925833981,1.6915497800130197,-0.023995853150362345,0.8142334190833426,0.8146963246591372
5,2009-03-01,2009-03-02,2014-02-28,30_TQQQ_70_cash,100.0,26100.0,52589.669555003886,26489.669555003886,1.0149298680078118,-0.01439751189021754,0.6525933675835083,0.6532875467122179
5,2009-04-01,2009-04-01,2014-04-01,100_QQQ,100.0,26200.0,43639.73370620941,17439.73370620941,0.6656386910766949,-0.005635893899206823,0.0,0.0
5,2009-04-01,2009-04-01,2014-04-01,100_QLD,100.0,26200.0,68166.99763957609,41966.99763957609,1.6017938030372552,-0.011856990837813108,0.0,0.0
5,2009-04-01,2009-04-01,2014-04-01,100_TQQQ,100.0,26200.0,102370.36616072028,76170.36616072028,2.907265883996957,-0.019015961955203164,1.0,1.0
5,2009-04-01,2009-04-01,2014-04-01,50_TQQQ_only,50.0,13100.0,51185.18308036014,38085.18308036014,2.907265883996957,-0.019015961955203164,1.0,1.0
5,2009-04-01,2009-04-01,2014-04-01,50_TQQQ_50_QQQ,100.0,26200.0,73005.04993346485,46805.04993346485,1.786452287536826,-0.012325927927204994,0.7011183901251922,0.7108385783928133
5,2009-04-01,2009-04-01,2014-04-01,50_50_monthly_rebalance,100.0,26200.0,68470.0948994953,42270.09489949531,1.6133624007440956,-0.01232592792720566,0.49999999999998596,0.5651390122946545
5,2009-04-01,2009-04-01,2014-04-01,50_TQQQ_50_cash,100.0,26200.0,64285.18308036014,38085.18308036014,1.4536329419984786,-0.009507980977601527,0.7962205383529164,0.8075105617367325
5,2009-04-01,2009-04-01,2014-04-01,30_TQQQ_70_cash,100.0,26200.0,49051.10984821608,22851.10984821608,0.872179765199087,-0.005704788586560872,0.6261042806829171,0.6425885497651345
5,2009-05-01,2009-05-01,2014-05-01,100_QQQ,100.0,26200.0,42130.53205901169,15930.53205901169,0.6080355747714385,-0.04764530185866889,0.0,0.0
5,2009-05-01,2009-05-01,2014-05-01,100_QLD,100.0,26200.0,63287.14115645926,37087.14115645926,1.4155397387961552,-0.09408954876543763,0.0,0.0
5,2009-05-01,2009-05-01,2014-05-01,100_TQQQ,100.0,26200.0,91085.86698242406,64885.866982424064,2.476559808489468,-0.13940866042239275,1.0,1.0
5,2009-05-01,2009-05-01,2014-05-01,50_TQQQ_only,50.0,13100.0,45542.93349121203,32442.933491212032,2.476559808489468,-0.13940866042239275,1.0,1.0
5,2009-05-01,2009-05-01,2014-05-01,50_TQQQ_50_QQQ,100.0,26200.0,66608.19952071787,40408.19952071787,1.542297691630453,-0.09352698114053093,0.6837436504652302,0.7046623623532141
5,2009-05-01,2009-05-01,2014-05-01,50_50_monthly_rebalance,100.0,26200.0,63484.02038984606,37284.02038984606,1.423054213352903,-0.09352698114053115,0.4999999999999874,0.5650883777092341
5,2009-05-01,2009-05-01,2014-05-01,50_TQQQ_50_cash,100.0,26200.0,58642.93349121203,32442.933491212032,1.238279904244734,-0.06970433021119637,0.7766141763361291,0.8009237184938911
5,2009-05-01,2009-05-01,2014-05-01,30_TQQQ_70_cash,100.0,26200.0,45665.760094727215,19465.760094727215,0.7429679425468403,-0.041822598126717736,0.5983861877705257,0.6329236127544632
5,2009-06-01,2009-06-01,2014-05-30,100_QQQ,100.0,26100.0,42911.312047881824,16811.312047881824,0.6441115727157787,-0.03956384414268632,0.0,0.0
5,2009-06-01,2009-06-01,2014-05-30,100_QLD,100.0,26100.0,65887.75301101344,39787.75301101344,1.5244349812648825,-0.07973988807660815,0.0,0.0
5,2009-06-01,2009-06-01,2014-05-30,100_TQQQ,100.0,26100.0,96952.672870352,70852.672870352,2.7146617957989276,-0.11990583460944138,1.0,1.0
5,2009-06-01,2009-06-01,2014-05-30,50_TQQQ_only,50.0,13050.0,48476.336435176,35426.336435176,2.7146617957989276,-0.11990583460944138,1.0,1.0
5,2009-06-01,2009-06-01,2014-05-30,50_TQQQ_50_QQQ,100.0,26100.0,69931.99245911691,43831.99245911691,1.679386684257353,-0.07973483937606374,0.6931925536586971,0.6987674548105467
5,2009-06-01,2009-06-01,2014-05-30,50_50_monthly_rebalance,100.0,26100.0,66114.68579914201,40014.68579914201,1.5331297241050579,-0.07940864756477517,0.5193129140544148,0.5650265655064345
5,2009-06-01,2009-06-01,2014-05-30,50_TQQQ_50_cash,100.0,26100.0,61526.336435176,35426.336435176,1.3573308978994638,-0.05995291730472063,0.7878957084703159,0.7942928061659097
5,2009-06-01,2009-06-01,2014-05-30,30_TQQQ_70_cash,100.0,26100.0,47355.8018611056,21255.801861105603,0.8143985387396784,-0.0359717503828324,0.6141972201508519,0.6233285764382858
5,2009-07-01,2009-07-01,2014-07-01,100_QQQ,100.0,26200.0,44145.68703322374,17945.687033223738,0.6849498867642647,-0.038870314236488235,0.0,0.0
5,2009-07-01,2009-07-01,2014-07-01,100_QLD,100.0,26200.0,69579.22973512564,43379.22973512564,1.6556957914170094,-0.07658624425462213,0.0,0.0
5,2009-07-01,2009-07-01,2014-07-01,100_TQQQ,100.0,26200.0,105274.82496037715,79074.82496037715,3.0181230900907314,-0.12046354131862225,1.0,1.0
5,2009-07-01,2009-07-01,2014-07-01,50_TQQQ_only,50.0,13100.0,52637.41248018858,39537.41248018858,3.0181230900907314,-0.12046354131862225,1.0,1.0
5,2009-07-01,2009-07-01,2014-07-01,50_TQQQ_50_QQQ,100.0,26200.0,74710.25599680045,48510.25599680045,1.8515364884274983,-0.07617147140470082,0.7045540371651628,0.7045540371651628
5,2009-07-01,2009-07-01,2014-07-01,50_50_monthly_rebalance,100.0,26200.0,69866.02504515507,43666.02504515507,1.6666421772959947,-0.07617147140470026,0.4999999999999924,0.5649745779640564
5,2009-07-01,2009-07-01,2014-07-01,50_TQQQ_50_cash,100.0,26200.0,65737.41248018858,39537.41248018858,1.5090615450453657,-0.06023177065931107,0.8007223055220195,0.8007223055220195
5,2009-07-01,2009-07-01,2014-07-01,30_TQQQ_70_cash,100.0,26200.0,49922.44748811315,23722.447488113146,0.9054369270272193,-0.03613906239558673,0.6326301909703672,0.6326301909703672
5,2009-08-01,2009-08-03,2014-08-01,100_QQQ,100.0,26100.0,43037.26437192874,16937.264371928737,0.648937332257806,-0.04048001386110611,0.0,0.0
5,2009-08-01,2009-08-03,2014-08-01,100_QLD,100.0,26100.0,66386.61699854986,40286.616998549856,1.5435485440057417,-0.10096896107158349,0.0,0.0
5,2009-08-01,2009-08-03,2014-08-01,100_TQQQ,100.0,26100.0,98334.58621127135,72234.58621127135,2.767608667098519,-0.1711864987784475,1.0,1.0
5,2009-08-01,2009-08-03,2014-08-01,50_TQQQ_only,50.0,13050.0,49167.293105635676,36117.293105635676,2.767608667098519,-0.1711864987784475,1.0,1.0
5,2009-08-01,2009-08-03,2014-08-01,50_TQQQ_50_QQQ,100.0,26100.0,70685.92529160004,44585.92529160004,1.7082729996781625,-0.10583325631977691,0.6955740184882105,0.7075706829205879
5,2009-08-01,2009-08-03,2014-08-01,50_50_monthly_rebalance,100.0,26100.0,66613.47548287314,40513.47548287314,1.552240439956825,-0.09788626391578814,0.49999999999998634,0.5649040602209524
5,2009-08-01,2009-08-03,2014-08-01,50_TQQQ_50_cash,100.0,26100.0,62217.293105635676,36117.293105635676,1.3838043335492598,-0.08559324938922375,0.7902512412771953,0.8041326865005689
