execution_date,signal_date,side,price,shares,notional,regime
2010-02-24,2010-02-23,buy,0.21586359877620004,1389.7665085766948,300.0,bull
2010-04-19,2010-04-16,buy,0.2958099827674827,2704.438817498694,800.0,bull
2010-04-28,2010-04-27,buy,0.2993515979982056,334.05534050497846,100.0,bull
2010-05-03,2010-04-30,buy,0.2957110217978579,338.1679837025418,100.0,bull
2010-05-10,2010-05-07,buy,0.2569509654447345,389.17931219646727,100.0,bull
2010-05-17,2010-05-14,buy,0.24981813791018234,400.29119117024726,100.0,bull
2010-05-27,2010-05-26,buy,0.22009852442909197,454.3419827978742,100.0,bull
2010-06-07,2010-06-04,buy,0.21910849256495518,912.7898132050248,200.0,bull
2010-06-25,2010-06-24,buy,0.22156028014587628,902.6888748665559,200.0,bull
2010-06-30,2010-06-29,sell,0.18937248318468966,7825.719824519079,1481.9759958768318,bear
2010-09-16,2010-09-15,buy,0.24753954420274848,10834.535566891673,2681.975995876832,bull
2010-10-05,2010-10-04,buy,0.269730829100377,1112.2199156862366,300.0,bull
2010-11-15,2010-11-12,buy,0.3340489556904151,1796.1439177677269,600.0,bull
2010-11-24,2010-11-23,buy,0.3288229950068801,304.1149844094926,100.0,bull
2010-12-01,2010-11-30,buy,0.3336275684407029,299.73542194782215,100.0,bull
2011-01-20,2011-01-19,buy,0.4031963552207533,1736.1268050569165,700.0,bull
2011-01-31,2011-01-28,buy,0.391333251755543,511.0733603719815,200.0,bull
2011-02-23,2011-02-22,buy,0.41535718983522973,722.2699097107446,300.0,bull
2011-03-02,2011-03-01,buy,0.41018069130450563,243.7949960100951,100.0,bull
2011-03-08,2011-03-07,buy,0.4153818544120854,240.74234090349452,100.0,bull
2011-03-16,2011-03-15,buy,0.37159460904090547,269.1104703001542,100.0,bull
2011-05-16,2011-05-13,buy,0.43524405572505237,2067.8053799051495,900.0,bull
2011-05-24,2011-05-23,buy,0.4105278611499993,243.58882663864281,100.0,bull
2011-06-02,2011-06-01,buy,0.41186500038882495,242.7980039711898,100.0,bull
2011-06-06,2011-06-03,buy,0.39185335098132956,255.1975113893173,100.0,bull
2011-06-13,2011-06-10,buy,0.35965724540172256,278.0425009603353,100.0,bull
2011-06-27,2011-06-24,buy,0.35539758165046675,562.7500307435964,200.0,bull
2011-07-12,2011-07-11,buy,0.4260809461564732,469.39437636000827,200.0,bull
2011-07-28,2011-07-27,buy,0.4280125060085477,467.27606598487074,200.0,bull
2011-08-03,2011-08-02,buy,0.3887330561886743,257.24593884669355,100.0,bull
2011-08-05,2011-08-04,sell,0.35469563716649954,22913.966323856137,8127.483885251866,bear
2011-10-25,2011-10-24,buy,0.39413206961436115,23665.884114374025,9327.483885251866,bull
2011-11-01,2011-10-31,buy,0.3578741207562078,279.42786080394546,100.0,bull
2011-11-10,2011-11-09,buy,0.37119894621526994,269.39731650532985,100.0,bull
2011-11-17,2011-11-16,buy,0.3632730300285614,275.2750458577609,100.0,bull
2011-11-22,2011-11-21,sell,0.31021016092056364,24489.98433754106,7597.041982290695,bear
2012-01-13,2012-01-12,buy,0.3785295577820821,22183.319134948077,8397.041982290695,bull
2012-03-06,2012-03-05,buy,0.4935442376052654,1620.9286605830796,800.0,bull
2012-04-05,2012-04-04,buy,0.582604192361835,686.5724710603765,400.0,bull
2012-04-11,2012-04-10,buy,0.5700229376167801,175.43153687480003,100.0,bull
2012-04-16,2012-04-13,buy,0.5645249738403643,177.1400817216598,100.0,bull
2012-05-04,2012-05-03,buy,0.541046113110244,369.65425895084076,200.0,bull
2012-05-07,2012-05-04,buy,0.5056308404827107,197.77274642609416,100.0,bull
2012-05-18,2012-05-17,buy,0.44837018701333725,223.0299937337836,100.0,bull
2012-05-21,2012-05-18,buy,0.4288551176019427,233.1789825878179,100.0,bull
2012-06-04,2012-06-01,buy,0.41934479540508596,476.9344992270633,200.0,bull
2012-06-12,2012-06-11,buy,0.44936120310037686,222.53812592197087,100.0,bull
2012-06-22,2012-06-21,buy,0.4686793871825513,213.36547485296137,100.0,bull
2012-06-26,2012-06-25,buy,0.45550292655578317,219.53755765332826,100.0,bull
2012-07-09,2012-07-06,buy,0.49215738738663534,406.3740687953576,200.0,bull
2012-07-23,2012-07-20,buy,0.4662019402462845,428.99864357995654,200.0,bull
2012-08-31,2012-08-30,buy,0.5884491205130989,849.691133133183,500.0,bull
2012-09-11,2012-09-10,buy,0.595779625026969,335.6945951129944,200.0,bull
2012-09-26,2012-09-25,buy,0.6029123619909204,331.7231700799194,200.0,bull
2012-10-10,2012-10-09,buy,0.5650700385669232,353.9384259466684,200.0,bull
2012-10-19,2012-10-18,buy,0.5630880588164535,177.59211624943447,100.0,bull
2012-10-22,2012-10-19,buy,0.5230658511949113,191.18051727436657,100.0,bull
2012-11-05,2012-11-02,buy,0.5118714396785017,390.7231083758391,200.0,bull
2012-11-14,2012-11-13,sell,0.4658357528816296,30465.31930308957,14191.834954333974,bear
2013-02-11,2013-02-08,buy,0.579434370311457,26908.716074182943,15591.834954333974,bull
2013-02-21,2013-02-20,buy,0.5514978668586242,181.3243640806953,100.0,bull
2013-02-26,2013-02-25,buy,0.5378269134380406,185.93342486480148,100.0,bull
2013-03-22,2013-03-21,buy,0.5848826978323237,512.9233624312222,300.0,bull
2013-04-16,2013-04-15,buy,0.602218964926484,664.2102346425276,400.0,bull
2013-06-06,2013-06-05,buy,0.6830565976546251,1024.8052685583486,700.0,bull
2013-06-13,2013-06-12,buy,0.6706731255138587,149.10393184963488,100.0,bull
2013-06-20,2013-06-19,buy,0.6739426997823359,148.38056711987105,100.0,bull
2013-07-22,2013-07-19,buy,0.7633985372583214,654.9658868822384,500.0,bull
2013-08-16,2013-08-15,buy,0.7804381907063522,384.39943556385754,300.0,bull
2013-08-28,2013-08-27,buy,0.7649840566976688,261.44335721632234,200.0,bull
2013-10-04,2013-10-03,buy,0.8851502860023609,564.8758271978533,500.0,bull
2013-10-09,2013-10-08,buy,0.8403730187462469,118.99477704459154,100.0,bull
2013-11-08,2013-11-07,buy,0.9837209027143071,406.6193967174125,400.0,bull
2013-12-12,2013-12-11,buy,1.110524202612354,450.2378235646007,500.0,bull
2014-01-14,2014-01-13,buy,1.1593641227326061,431.2708925488452,500.0,bull
2014-01-27,2014-01-24,buy,1.1731341891715379,170.48348078683063,200.0,bull
2014-02-04,2014-02-03,buy,1.088334043766983,91.88355410979905,100.0,bull
2014-03-14,2014-03-13,buy,1.2686324428725666,394.12518796054843,500.0,bull
2014-03-24,2014-03-21,buy,1.2916160154381369,154.84478173813662,200.0,bull
2014-04-07,2014-04-04,buy,1.1396490878657137,175.49261621798993,200.0,bull
2014-04-14,2014-04-11,buy,1.0940795737740492,91.40103005035367,100.0,bull
2014-04-28,2014-04-25,buy,1.1596612109254976,172.46416290873853,200.0,bull
2014-05-07,2014-05-06,buy,1.1765013772706157,84.99777555041338,100.0,bull
2014-07-09,2014-07-08,buy,1.509019151038988,596.4139019576611,900.0,bull
2014-07-18,2014-07-17,buy,1.5373569080654237,65.04670416828439,100.0,bull
2014-08-01,2014-07-31,buy,1.517540582227126,131.79219214453045,200.0,bull
2014-09-26,2014-09-25,buy,1.6776570207046082,476.85551344934834,800.0,bull
2014-10-02,2014-10-01,buy,1.6304943324924424,61.33109328085538,100.0,bull
2014-10-08,2014-10-07,buy,1.6017599591650036,62.43132713351752,100.0,bull
2014-10-13,2014-10-10,buy,1.4802854974821156,67.5545360473331,100.0,bull
2014-12-02,2014-12-01,buy,2.0210760270815564,346.35015735197425,700.0,bull
2014-12-11,2014-12-10,buy,1.9420085557676738,51.49307900987599,100.0,bull
2014-12-15,2014-12-12,buy,1.9174354308110366,52.15299477265944,100.0,bull
2015-01-02,2014-12-31,buy,1.9591832341448168,102.08335622436049,200.0,bull
2015-01-06,2015-01-05,buy,1.8359044825637487,54.4690646761508,100.0,bull
2015-01-13,2015-01-12,buy,1.8830749836484437,53.10462985719812,100.0,bull
2015-01-28,2015-01-27,buy,1.9024987361473773,105.12490557812752,200.0,bull
2015-03-09,2015-03-06,buy,2.1567849891855313,278.1918471282474,600.0,bull
2015-03-26,2015-03-25,buy,1.9829664470525903,100.85899350302815,200.0,bull
2015-04-01,2015-03-31,buy,2.0386648386141157,49.05171174089607,100.0,bull
2015-04-20,2015-04-17,buy,2.0890123018022058,143.60853679089772,300.0,bull
2015-05-01,2015-04-30,buy,2.1712726614457676,46.05593842526153,100.0,bull
2015-05-06,2015-05-05,buy,2.144117564806247,46.63923361358988,100.0,bull
2015-05-27,2015-05-26,buy,2.251550359362745,133.2415234473853,300.0,bull
2015-06-09,2015-06-08,buy,2.150659040337429,92.99475009698463,200.0,bull
2015-06-30,2015-06-29,buy,2.1280612928258154,140.97338314989756,300.0,bull
2015-07-09,2015-07-08,buy,2.127070087240011,47.01302538166734,100.0,bull
2015-07-23,2015-07-22,buy,2.442830992302215,81.87222146363574,200.0,bull
2015-08-07,2015-08-06,buy,2.2745442309249198,87.9297035778777,200.0,bull
2015-08-12,2015-08-11,buy,2.2243955025246196,44.95603407150532,100.0,bull
2015-08-21,2015-08-20,buy,1.9920841517300227,50.1986825773174,100.0,bull
2015-08-24,2015-08-21,sell,1.4861346555930135,37953.686254408654,56404.288450180895,bear
2015-10-26,2015-10-23,buy,2.3336126347068924,24598.893405199196,57404.288450180895,bull
