date,deposit,deposited,equity,tqqq_value,bond_value,cash,transaction_cost,turnover,buy_count,sell_count,tqqq_units,deployed_principal,principal_wait_days,profit,roi
2021-09-16,100.0,100.0,99.95002498750625,99.95002498750625,0.0,0.0,0.04997501249375313,99.95002498750625,1,0,2.845345273162931,0.0,0.0,-0.04997501249374636,-0.0004997501249374637
2021-09-17,0.0,100.0,96.4184164382775,96.4184164382775,0.0,0.0,0.0,0.0,0,0,2.845345273162931,0.0,0.0,-3.5815835617224963,-0.03581583561722496
2021-09-20,100.0,200.0,190.4371907777996,190.4371907777996,0.0,0.0,0.04997501249375313,99.95002498750625,1,0,5.9882476800059665,0.0,0.0,-9.5628092222004,-0.047814046111002
2021-09-21,0.0,200.0,190.67965011646683,190.67965011646683,0.0,0.0,0.0,0.0,0,0,5.9882476800059665,0.0,0.0,-9.320349883533169,-0.046601749417665844
2021-09-22,0.0,200.0,196.25769972369653,196.25769972369653,0.0,0.0,0.0,0.0,0,0,5.9882476800059665,0.0,0.0,-3.7423002763034674,-0.018711501381517337
2021-09-23,0.0,200.0,201.70730116234452,201.70730116234452,0.0,0.0,0.0,0.0,0,0,5.9882476800059665,0.0,0.0,1.7073011623445211,0.008536505811722606
2021-09-24,0.0,200.0,202.27797378327773,202.27797378327773,0.0,0.0,0.0,0.0,0,0,5.9882476800059665,0.0,0.0,2.27797378327773,0.01138986891638865
2021-09-27,100.0,300.0,297.34902426636506,297.34902426636506,0.0,0.0,0.04997501249375313,99.95002498750625,1,0,9.020307150593537,0.0,0.0,-2.6509757336349367,-0.008836585778783122
2021-09-28,0.0,300.0,272.55025080401293,272.55025080401293,0.0,0.0,0.0,0.0,0,0,9.020307150593537,0.0,0.0,-27.449749195987067,-0.09149916398662356
2021-09-29,0.0,300.0,270.7451329948448,270.7451329948448,0.0,0.0,0.0,0.0,0,0,9.020307150593537,0.0,0.0,-29.254867005155177,-0.09751622335051725
2021-09-30,0.0,300.0,267.69364275123144,267.69364275123144,0.0,0.0,0.0,0.0,0,0,9.020307150593537,0.0,0.0,-32.30635724876856,-0.10768785749589521
2021-10-01,0.0,300.0,272.57170527754045,272.57170527754045,0.0,0.0,0.0,0.0,0,0,9.020307150593537,0.0,0.0,-27.428294722459555,-0.09142764907486518
2021-10-04,100.0,400.0,355.7600056035711,355.7600056035711,0.0,0.0,0.04997501249375313,99.95002498750625,1,0,12.54471977486073,0.0,0.0,-44.239994396428926,-0.11059998599107232
2021-10-05,0.0,400.0,369.44767767603463,369.44767767603463,0.0,0.0,0.0,0.0,0,0,12.54471977486073,0.0,0.0,-30.55232232396537,-0.07638080580991342
2021-10-06,0.0,400.0,376.73981287170125,376.73981287170125,0.0,0.0,0.0,0.0,0,0,12.54471977486073,0.0,0.0,-23.260187128298753,-0.058150467820746884
2021-10-07,0.0,400.0,386.9308663509124,386.9308663509124,0.0,0.0,0.0,0.0,0,0,12.54471977486073,0.0,0.0,-13.069133649087576,-0.03267283412271894
2021-10-08,0.0,400.0,380.98360470639636,380.98360470639636,0.0,0.0,0.0,0.0,0,0,12.54471977486073,0.0,0.0,-19.016395293603637,-0.04754098823400909
2021-10-11,100.0,500.0,472.4759310399978,472.4759310399978,0.0,0.0,0.04997501249375313,99.95002498750625,1,0,15.91051268909075,0.0,0.0,-27.524068960002182,-0.05504813792000436
2021-10-12,0.0,500.0,467.66206383944177,467.66206383944177,0.0,0.0,0.0,0.0,0,0,15.91051268909075,0.0,0.0,-32.33793616055823,-0.06467587232111646
