date,equity,cash,cost,QQQ,QLD,TQQQ
2010-02-11,510.77713960888764,128.05989956918535,0.18587711165957754,0.0,0.7492841992356131,0.0
2010-02-12,512.6283784774923,128.05989956918535,0.0,0.0,0.7501896013842939,0.0
2010-02-16,522.3101334738218,128.05989956918535,0.0,0.0,0.7548201894581781,0.0
2010-02-17,526.510071381716,128.05989956918535,0.0,0.0,0.7567759734716588,0.0
2010-02-18,531.635753790719,128.05989956918535,0.0,0.0,0.7591209796254661,0.0
2010-02-19,531.1378211454321,128.05989956918535,0.0,0.0,0.7588951596536354,0.0
2010-02-22,529.4292418140153,128.05989956918535,0.0,0.0,0.7581170637073125,0.0
2010-02-23,519.2489427346786,128.05989956918535,0.0,0.0,0.7533747514347461,0.0
2010-02-24,526.9374107629358,128.05989956918535,0.0,0.0,0.7569732249912348,0.0
2010-02-25,527.7917282212678,128.05989956918535,0.0,0.0,0.7573666036776189,0.0
2010-02-26,530.1408441499123,128.05989956918535,0.0,0.0,0.7584417405632439,0.0
2010-03-01,541.3308892442699,134.19483264733145,0.0030690010395928767,0.0,0.7521020224161317,0.0
2010-03-02,543.7848797188282,134.19483264733145,0.0,0.0,0.7532207355292431,0.0
2010-03-03,544.7662295652879,134.19483264733145,0.0,0.0,0.7536652873023788,0.0
2010-03-04,547.3601978133879,134.19483264733145,0.0,0.0,0.7548326802288196,0.0
2010-03-05,559.55988758456,134.19483264733145,0.0,0.0,0.760177890472801,0.0
2010-03-08,561.5229431067823,134.19483264733145,0.0,0.0,0.7610162963157638,0.0
2010-03-09,567.3423123870725,134.19483264733145,0.0,0.0,0.7634676107926599,0.0
2010-03-10,573.2317252971034,134.19483264733145,0.0,0.0,0.7658977570060713,0.0
2010-03-11,576.3865352698558,134.19483264733145,0.0,0.0,0.7671790986850459,0.0
2010-03-12,577.0175027387032,134.19483264733145,0.0,0.0,0.7674336878683898,0.0
2010-03-15,575.1947534478409,134.19483264733145,0.0,0.0,0.7666967025638902,0.0
2010-03-16,580.5932861485054,134.19483264733145,0.0,0.0,0.7688660274776122,0.0
2010-03-17,582.205904550146,134.19483264733145,0.0,0.0,0.7695062320760555,0.0
2010-03-18,585.3607418943832,134.19483264733145,0.0,0.0,0.7707484922664248,0.0
2010-03-19,580.1723127114556,134.19483264733145,0.0,0.0,0.7686983165050273,0.0
2010-03-22,588.1653337184325,134.19483264733145,0.0,0.0,0.7718416490156942,0.0
2010-03-23,594.685467753947,134.19483264733145,0.0,0.0,0.7743431781607704,0.0
2010-03-24,590.2684217571664,134.19483264733145,0.0,0.0,0.7726545623974806,0.0
2010-03-25,588.3052293775197,134.19483264733145,0.0,0.0,0.7718959037822566,0.0
2010-03-26,589.9179025221299,134.19483264733145,0.0,0.0,0.7725194775856167,0.0
2010-03-29,593.9845935127832,134.19483264733145,0.0,0.0,0.7740769135884271,0.0
2010-03-30,596.9291631103745,134.19483264733145,0.0,0.0,0.7751913611523142,0.0
2010-03-31,593.0027509795962,134.19483264733145,0.0,0.0,0.7737028497327346,0.0
2010-04-01,592.6851491218237,149.00256836409892,0.007407571644205831,0.0,0.7485974322372094,0.0
2010-04-05,600.5570846952959,149.00256836409892,0.0,0.0,0.7518927473152728,0.0
2010-04-06,603.0679186731408,149.00256836409892,0.0,0.0,0.7529257256928346,0.0
2010-04-07,601.3714922890889,149.00256836409892,0.0,0.0,0.7522287466655121,0.0
2010-04-08,602.6605029289199,149.00256836409892,0.0,0.0,0.7527586964137373,0.0
2010-04-09,608.2930560602011,149.00256836409892,0.0,0.0,0.7550480531059153,0.0
2010-04-12,608.9719763269071,149.00256836409892,0.0,0.0,0.7553211409450611,0.0
2010-04-13,613.722245733774,149.00256836409892,0.0,0.0,0.7572149789259316,0.0
2010-04-14,624.919369892053,149.00256836409892,0.0,0.0,0.761565130570625,0.0
2010-04-15,629.0590720443151,149.00256836409892,0.0,0.0,0.7631342190489828,0.0
2010-04-16,617.7261956247935,149.00256836409892,0.0,0.0,0.7587886519635264,0.0
2010-04-19,616.9116820573383,149.00256836409892,0.0,0.0,0.7584701786369317,0.0
2010-04-20,621.7979686596033,149.00256836409892,0.0,0.0,0.7603681969477954,0.0
2010-04-21,627.0909291904538,149.00256836409892,0.0,0.0,0.7623908090068301,0.0
2010-04-22,632.1130210407923,149.00256836409892,0.0,0.0,0.7642785966997455,0.0
2010-04-23,636.252458258899,149.00256836409892,0.0,0.0,0.7658121922674475,0.0
2010-04-26,633.8771645949723,149.00256836409892,0.0,0.0,0.7649346329437393,0.0
2010-04-27,613.9259800993,149.00256836409892,0.0,0.0,0.7572955483330444,0.0
2010-04-28,614.3328129883789,149.00256836409892,0.0,0.0,0.7574562757940824,0.0
2010-04-29,630.0089669651952,149.00256836409892,0.0,0.0,0.7634913530169952,0.0
2010-04-30,611.8220849841962,149.00256836409892,0.0,0.0,0.7564609516049952,0.0
2010-05-03,624.1439716669202,153.73537111611574,0.002367585168592683,0.0,0.7536860434531955,0.0
2010-05-04,595.7301317844498,153.73537111611574,0.0,0.0,0.7419378961819224,0.0
2010-05-05,591.431071849745,153.73537111611574,0.0,0.0,0.7400620656684526,0.0
2010-05-06,562.4795052831553,153.73537111611574,0.0,0.0,0.726682715241821,0.0
2010-05-07,542.7980792642118,153.73537111611574,0.0,0.0,0.716772448191948,0.0
2010-05-10,581.6239651190199,153.73537111611574,0.0,0.0,0.7356790979466324,0.0
2010-05-11,581.1537132341318,153.73537111611574,0.0,0.0,0.735465217522959,0.0
2010-05-12,597.0735962090994,153.73537111611574,0.0,0.0,0.7425185570217769,0.0
2010-05-13,583.2362273252946,153.73537111611574,0.0,0.0,0.736409770323867,0.0
2010-05-14,567.1148115745427,153.73537111611574,0.0,0.0,0.7289166708778362,0.0
2010-05-17,569.6671579638125,153.73537111611574,0.0,0.0,0.73013123721996,0.0
2010-05-18,558.180497796798,153.73537111611574,0.0,0.0,0.7245776738475694,0.0
2010-05-19,551.0604248120674,153.73537111611574,0.0,0.0,0.7210190313184884,0.0
2010-05-20,522.3776560271028,153.73537111611574,0.0,0.0,0.7057007141436014,0.0
2010-05-21,529.9680857934168,153.73537111611574,0.0,0.0,0.7099157944841943,0.0
2010-05-24,526.5426055369069,153.73537111611574,0.0,0.0,0.7080286200974103,0.0
2010-05-25,527.415739404147,153.73537111611574,0.0,0.0,0.7085119771173312,0.0
2010-05-26,518.3473152015017,153.73537111611574,0.0,0.0,0.7034124290653404,0.0
2010-05-27,546.9630025498421,153.73537111611574,0.0,0.0,0.7189291224462544,0.0
2010-05-28,541.9250240694932,153.73537111611574,0.0,0.0,0.716316161299092,0.0
2010-06-01,535.5580713875041,238.11435560458744,0.042210597543007336,0.0,0.555390221292549,0.0
2010-06-02,550.147004324773,238.11435560458744,0.0,0.0,0.5671804922452701,0.0
2010-06-03,555.6570951166073,238.11435560458744,0.0,0.0,0.5714724824046061,0.0
2010-06-04,534.7707838557656,238.11435560458744,0.0,0.0,0.5547356684526545,0.0
2010-06-07,523.6982980910691,238.11435560458744,0.0,0.0,0.5453215019553486,0.0
2010-06-08,522.4911634845955,238.11435560458744,0.0,0.0,0.5442710379701805,0.0
2010-06-09,517.4533468725684,238.11435560458744,0.0,0.0,0.5398341569462742,0.0
2010-06-10,533.3541661897514,238.11435560458744,0.0,0.0,0.5535530221772498,0.0
2010-06-11,538.8642774689267,238.11435560458744,0.0,0.0,0.5581181281434671,0.0
2010-06-14,538.9165611626134,238.11435560458744,0.0,0.0,0.5581609978901011,0.0
2010-06-15,554.9221732279188,238.11435560458744,0.0,0.0,0.570904953717197,0.0
2010-06-16,557.9660798852533,238.11435560458744,0.0,0.0,0.5732458223023951,0.0
2010-06-17,559.8028929107959,238.11435560458744,0.0,0.0,0.5746460787895022,0.0
2010-06-18,560.694952703316,238.11435560458744,0.0,0.0,0.5753228124195682,0.0
2010-06-21,556.0244945989293,238.11435560458744,0.0,0.0,0.5717556368153461,0.0
2010-06-22,549.7795638677694,238.11435560458744,0.0,0.0,0.5668912210388057,0.0
2010-06-23,547.5753103852232,238.11435560458744,0.0,0.0,0.5651477502937957,0.0
