date,equity,cash,cost,QQQ,QLD,TQQQ
2010-02-11,524.0558095706742,3.637978807091713e-12,0.2498750624687638,0.2903410654411267,0.0,0.7096589345588664
2010-02-12,525.891296166094,3.637978807091713e-12,0.0,0.2899240920791454,0.0,0.7100759079208477
2010-02-16,542.3074557437105,3.637978807091713e-12,0.0,0.28474578440176534,0.0,0.715254215598228
2010-02-17,549.7608451608138,3.637978807091713e-12,0.0,0.28246957983817955,0.0,0.7175304201618138
2010-02-18,558.2149351287467,3.637978807091713e-12,0.0,0.27993932103009656,0.0,0.7200606789698969
2010-02-19,558.1452913824285,3.637978807091713e-12,0.0,0.27984947395258086,0.0,0.7201505260474127
2010-02-22,555.0098500592014,3.637978807091713e-12,0.0,0.2808654255120769,0.0,0.7191345744879165
2010-02-23,537.4063137602767,3.637978807091713e-12,0.0,0.2863052406434902,0.0,0.713694759356503
2010-02-24,550.5726257836475,3.637978807091713e-12,0.0,0.28230625195882075,0.0,0.7176937480411726
2010-02-25,550.3125176697629,3.637978807091713e-12,0.0,0.28237633931388084,0.0,0.7176236606861126
2010-02-26,555.7965924180177,3.637978807091713e-12,0.0,0.2805932138373053,0.0,0.7194067861626882
2010-03-01,574.9655776380931,-5.5706550483591855e-12,0.011819068985534685,0.29592867970555414,0.0,0.7040713202944556
2010-03-02,577.9240914483744,-5.5706550483591855e-12,0.0,0.2953215754809366,0.0,0.7046784245190729
2010-03-03,580.3734070048498,-5.5706550483591855e-12,0.0,0.29439802203614107,0.0,0.7056019779638685
2010-03-04,585.4560581066581,-5.5706550483591855e-12,0.0,0.29280222869642747,0.0,0.7071977713035821
2010-03-05,606.3425620347501,-5.5706550483591855e-12,0.0,0.2869801253963131,0.0,0.713019874603696
2010-03-08,608.9851660534422,-5.5706550483591855e-12,0.0,0.2862885302653689,0.0,0.7137114697346404
2010-03-09,617.653136424927,-5.5706550483591855e-12,0.0,0.28384810527169185,0.0,0.7161518947283171
2010-03-10,629.9012496685369,-5.5706550483591855e-12,0.0,0.28058926897298836,0.0,0.7194107310270204
2010-03-11,634.7489641819781,-5.5706550483591855e-12,0.0,0.27950874918630253,0.0,0.7204912508137061
2010-03-12,635.8297633508778,-5.5706550483591855e-12,0.0,0.2790926719169677,0.0,0.720907328083041
2010-03-15,632.2936079951722,-5.5706550483591855e-12,0.0,0.27994245145569296,0.0,0.7200575485443159
2010-03-16,642.0264934963833,-5.5706550483591855e-12,0.0,0.2774494294459874,0.0,0.7225505705540213
2010-03-17,645.7304052197318,-5.5706550483591855e-12,0.0,0.2766123853764005,0.0,0.7233876146236081
