scenario,years,window_start,leverage,index_log_growth,index_volatility,index_last_two_year_return,actual_start,actual_end,contributed,final_value,profit,roi,worst_loss_on_deposits,lump_return,max_nav_drawdown
ideal_no_cost,5,1999-09-01,1,-0.11009983296856224,0.43419663248612456,0.5386193967764479,1999-09-01,2004-09-01,26200.0,23071.15831437507,-3128.8416856249314,-0.11942143838263097,-0.5684347021619116,-0.42376310473123835,-0.8287281903572384
ideal_no_cost,5,1999-09-01,2,-0.11009983296856224,0.43419663248612456,0.5386193967764479,1999-09-01,2004-09-01,26200.0,19949.94686460554,-6250.053135394461,-0.23855164638910153,-0.8210830114273656,-0.8687120527493429,-0.9856503349064568
ideal_no_cost,5,1999-09-01,3,-0.11009983296856224,0.43419663248612456,0.5386193967764479,1999-09-01,2004-09-01,26200.0,18021.178433702193,-8178.821566297807,-0.3121687620724354,-0.9281344792870265,-0.9882763487817059,-0.9994173376919726
ideal_no_cost,5,1999-10-01,1,-0.09946708263106226,0.432949126531057,0.6763981064383389,1999-10-01,2004-10-01,26200.0,24505.28208081505,-1694.71791918495,-0.06468389004522712,-0.5661296757178738,-0.39228529926072075,-0.8287281903572384
ideal_no_cost,5,1999-10-01,2,-0.09946708263106226,0.432949126531057,0.6763981064383389,1999-10-01,2004-10-01,26200.0,22485.983614170218,-3714.016385829782,-0.14175635060419012,-0.8215588143832748,-0.8531823102761256,-0.9856503349064568
ideal_no_cost,5,1999-10-01,3,-0.09946708263106226,0.432949126531057,0.6763981064383389,1999-10-01,2004-10-01,26200.0,21371.325799158472,-4828.674200841528,-0.1843005420168522,-0.9265162030041464,-0.9860213427724113,-0.9994173376919726
ideal_no_cost,5,1999-11-01,1,-0.11146824546345027,0.431607227884214,0.4675740514075888,1999-11-01,2004-11-01,26200.0,25318.924001165225,-881.0759988347745,-0.03362885491735779,-0.5632090627448102,-0.4276939849082131,-0.8287281903572384
ideal_no_cost,5,1999-11-01,2,-0.11146824546345027,0.431607227884214,0.4675740514075888,1999-11-01,2004-11-01,26200.0,23998.501114051818,-2201.498885948182,-0.0840266750361901,-0.8226364970317608,-0.8690749122179247,-0.9856503349064568
ideal_no_cost,5,1999-11-01,3,-0.11146824546345027,0.431607227884214,0.4675740514075888,1999-11-01,2004-11-01,26200.0,23339.12735966906,-2860.872640330941,-0.1091936122263718,-0.9244193203176705,-0.9881337955320981,-0.9994173376919726
ideal_no_cost,5,1999-12-01,1,-0.12324997102188621,0.43059245093671716,0.4414436074157184,1999-12-01,2004-12-01,26200.0,27530.551116905634,1330.5511169056335,0.050784393775024084,-0.5593949691205654,-0.46044765266055865,-0.8287281903572384
ideal_no_cost,5,1999-12-01,2,-0.12324997102188621,0.43059245093671716,0.4414436074157184,1999-12-01,2004-12-01,26200.0,28311.230864170877,2111.230864170877,0.080581330693545,-0.8209453664899886,-0.8831374266093064,-0.9856503349064568
ideal_no_cost,5,1999-12-01,3,-0.12324997102188621,0.43059245093671716,0.4414436074157184,1999-12-01,2004-12-01,26200.0,29660.59067496962,3460.5906749696187,0.13208361354845866,-0.9217435868876781,-0.9899302702741086,-0.9994173376919726
ideal_no_cost,5,2000-01-01,1,-0.1686729030550529,0.42918130156518175,0.6555152424193287,2000-01-03,2004-12-31,26100.0,27934.80562596758,1834.8056259675795,0.07029906612902614,-0.5536837847010804,-0.569514929040978,-0.8287281903572384
ideal_no_cost,5,2000-01-01,2,-0.1686729030550529,0.42918130156518175,0.6555152424193287,2000-01-03,2004-12-31,26100.0,29156.332688801416,3056.332688801416,0.11710086930273622,-0.8158429952231591,-0.925138176542926,-0.9856503349064568
ideal_no_cost,5,2000-01-01,3,-0.1686729030550529,0.42918130156518175,0.6555152424193287,2000-01-03,2004-12-31,26100.0,30792.11065638023,4692.110656380231,0.17977435465058367,-0.9172354354274301,-0.9947898342834292,-0.9994173376919726
ideal_no_cost,5,2000-02-01,1,-0.17604097145322603,0.4233272627966449,0.5517119411431806,2000-02-01,2005-02-01,26200.0,26583.755659951312,383.7556599513118,0.01464716259356158,-0.548811910063693,-0.5856665914311998,-0.8287281903572384
ideal_no_cost,5,2000-02-01,2,-0.17604097145322603,0.4233272627966449,0.5517119411431806,2000-02-01,2005-02-01,26200.0,26152.33232201788,-47.66767798212095,-0.0018193770222183492,-0.8096883595819196,-0.9289193596496113,-0.9856503349064568
ideal_no_cost,5,2000-02-01,3,-0.17604097145322603,0.4233272627966449,0.5517119411431806,2000-02-01,2005-02-01,26200.0,25854.587720494404,-345.4122795055955,-0.013183674790289923,-0.91277274942197,-0.9949932407260109,-0.9994173376919726
ideal_no_cost,5,2000-03-01,1,-0.20589265144300992,0.42120144726239844,0.5494608296785095,2000-03-01,2005-03-01,26200.0,26911.69186074004,711.6918607400403,0.027163811478627453,-0.5421638740356032,-0.6429371073509951,-0.8287281903572384
ideal_no_cost,5,2000-03-01,2,-0.20589265144300992,0.42120144726239844,0.5494608296785095,2000-03-01,2005-03-01,26200.0,26647.1355189106,447.1355189105998,0.01706624117979394,-0.8022607516847777,-0.9467243315973517,-0.9856503349064568
ideal_no_cost,5,2000-03-01,3,-0.20589265144300992,0.42120144726239844,0.5494608296785095,2000-03-01,2005-03-01,26200.0,26356.90296669368,156.90296669368036,0.005988662850903825,-0.907619694871701,-0.9967070062544131,-0.9994173376919726
ideal_no_cost,5,2000-04-01,1,-0.20276312446193429,0.41548341528492233,0.44471521732773156,2000-04-03,2005-04-01,26100.0,26117.261045769235,17.261045769235352,0.0006613427497790259,-0.5282217211092719,-0.6369037163032883,-0.812242835486898
ideal_no_cost,5,2000-04-01,2,-0.20276312446193429,0.41548341528492233,0.44471521732773156,2000-04-03,2005-04-01,26100.0,24988.50779302149,-1111.4922069785098,-0.04258590831335285,-0.7896414179740341,-0.9435019158735378,-0.9825192120424108
ideal_no_cost,5,2000-04-01,3,-0.20276312446193429,0.41548341528492233,0.44471521732773156,2000-04-03,2005-04-01,26100.0,23737.79071463607,-2362.2092853639297,-0.09050610288750693,-0.8997284072998425,-0.996260946178552,-0.9991995661173977
ideal_no_cost,5,2000-05-01,1,-0.19694285913804682,0.4037544688361934,0.27928169152363846,2000-05-01,2005-04-29,26100.0,25495.43965281937,-604.5603471806317,-0.02316323169274448,-0.5201263492016748,-0.6261950590475314,-0.8034612618980876
ideal_no_cost,5,2000-05-01,2,-0.19694285913804682,0.4037544688361934,0.27928169152363846,2000-05-01,2005-04-29,26100.0,23653.71181514901,-2446.2881848509896,-0.09372751666095747,-0.7802609794918759,-0.9371843820971761,-0.9782012443242105
ideal_no_cost,5,2000-05-01,3,-0.19694285913804682,0.4037544688361934,0.27928169152363846,2000-05-01,2005-04-29,26100.0,21638.38437725272,-4461.615622747278,-0.17094312730832484,-0.8929540548564263,-0.9952782308865259,-0.9986939611270863
ideal_no_cost,5,2000-06-01,1,-0.16102286372430089,0.39358549795740905,0.32393477913537794,2000-06-01,2005-06-01,26200.0,28349.092101208058,2149.092101208058,0.08202641607664352,-0.5119742321422858,-0.5531447264966283,-0.8034612618980876
