date,synthetic_nav,deposit,deposited,equity,profit,profit_on_deposited,initial_dollar_value,nav_drawdown
2014-02-19,10.517313173303162,0.0,72600.0,325330.51426844986,252730.51426844986,3.4811365601714854,0.011116853463447951,-0.9888775881098203
2014-02-20,10.683089374201062,0.0,72600.0,330458.4453096671,257858.4453096671,3.55176921914142,0.011292079750118493,-0.9887022742100064
2014-02-21,10.601711698538047,0.0,72600.0,327941.20153864176,255341.20153864176,3.5170964399261955,0.011206063133456538,-0.9887883338349768
2014-02-24,10.803238330701346,100.0,72700.0,334274.9454803967,261574.94548039668,3.5980047521375056,0.01141907780762526,-0.9885752126534709
2014-02-25,10.744957403812851,0.0,72700.0,332471.61086332786,259771.61086332786,3.573199599220466,0.011357474571774306,-0.9886368466909398
2014-02-26,10.724252444218193,0.0,72700.0,331830.9558089994,259130.95580899942,3.5643872876065945,0.011335589324279282,-0.9886587428810586
2014-02-27,10.927239472093927,0.0,72700.0,338111.80194043746,265411.80194043746,3.650781319675894,0.011550147644136428,-0.9884440772820415
2014-02-28,10.894442622961707,0.0,72700.0,337096.9983583999,264396.9983583999,3.636822535878953,0.011515481207960393,-0.9884787610514356
2014-03-03,10.6538971694321,100.0,72800.0,329753.9654644919,256953.96546449192,3.529587437699065,0.011261223441349891,-0.9887331459469294
2014-03-04,11.103086683946115,0.0,72800.0,343657.04912490636,270857.04912490636,3.7205638616058563,0.011736019040557223,-0.9882581129499225
2014-03-05,11.168539450607215,0.0,72800.0,345682.90961650613,272882.90961650613,3.7483916156113484,0.011805202947488479,-0.9881888944510377
2014-03-06,11.112785942374046,0.0,72800.0,343957.2556012605,271157.2556012605,3.7246875769403918,0.011746271205998212,-0.9882478556583988
2014-03-07,10.955757715003399,0.0,72800.0,339096.9983787768,266296.9983787768,3.6579258019062753,0.011580291571795097,-0.988413918282419
2014-03-10,10.983360477828478,100.0,72900.0,340051.2949733428,267151.2949733428,3.664626817192631,0.011609467832352938,-0.9883847274337308
2014-03-11,10.851350445666814,0.0,72900.0,335964.18679942243,263064.18679942243,3.6085622331882368,0.011469932557605067,-0.9885243324761162
2014-03-12,10.99133216650731,0.0,72900.0,340298.1031395532,267398.1031395532,3.668012388745586,0.01161789394779122,-0.9883762971052349
2014-03-13,10.497775326325232,0.0,72900.0,325017.29331949266,252117.29331949266,3.4583990853154,0.011096201859918997,-0.988898250039151
2014-03-14,10.294032387685528,0.0,72900.0,318709.2922058113,245809.2922058113,3.371869577583145,0.010880844538543495,-0.9891137150391872
2014-03-17,10.58993256805794,100.0,73000.0,327970.48570647306,254970.48570647306,3.492746379540727,0.011193612532688408,-0.9888007906610452
2014-03-18,10.973171821218774,0.0,73000.0,339839.4152953226,266839.4152953226,3.6553344561003094,0.011598698370547143,-0.9883955022802676
2014-03-19,10.761004091907127,0.0,73000.0,333268.5752275146,260268.5752275146,3.565322948322118,0.011374436002624397,-0.9886198767793742
2014-03-20,10.85944295273559,0.0,73000.0,336317.229295028,263317.229295028,3.6070853328086034,0.011478486378695406,-0.9885157743781152
2014-03-21,10.49877442386562,0.0,73000.0,325147.31562161027,252147.31562161027,3.454072816734387,0.011097257911095679,-0.9888971934599488
2014-03-24,10.191130367055152,100.0,73100.0,315719.52124516736,242619.52124516736,3.3190084985659007,0.010772076579884209,-0.9892225373818259
2014-03-25,10.295398691156079,0.0,73100.0,318949.73655794555,245849.73655794555,3.3631974905327713,0.010882288728254157,-0.9891122701273817
2014-03-26,9.897946103200981,0.0,73100.0,306636.72158636927,233536.72158636927,3.194756793247185,0.010462179323298853,-0.9895325895870395
2014-03-27,9.73605951909396,0.0,73100.0,301621.5021760171,228521.5021760171,3.126149140574789,0.01029106438133971,-0.9897037900864696
2014-03-28,9.804505965526786,0.0,73100.0,303741.9616854512,230641.9616854512,3.1551567946026156,0.010363412623000797,-0.9896314056706877
2014-03-31,10.007842021417957,100.0,73200.0,310141.22885246755,236941.22885246755,3.2369020335036547,0.010578339867243698,-0.9894163709628226
2014-04-01,10.538336833781386,0.0,73200.0,326581.16791766696,253381.16791766696,3.4614913649954504,0.01113907557939625,-0.9888553548828141
2014-04-02,10.604251419570723,0.0,73200.0,328623.8491063044,255423.8491063044,3.4893968457145412,0.011208747631492592,-0.9887856479946917
2014-04-03,10.357663877189124,0.0,73200.0,320982.1454053198,247782.1454053198,3.3850019864114724,0.010948103346265224,-0.9890464226020617
2014-04-04,9.5188455510997,0.0,73200.0,294987.31596251007,221787.31596251007,3.0298813656080608,0.01006146811348912,-0.9899335011524542
2014-04-07,9.263683797640066,100.0,73300.0,287179.84902340476,213879.84902340476,2.9178697001828753,0.00979176084358605,-0.9902033432759921
2014-04-08,9.505841362054396,0.0,73300.0,294686.88124811207,221386.88124811207,3.0202848737805192,0.01004772261959296,-0.9899472535190973
2014-04-09,10.009896775103174,0.0,73300.0,310312.9065508814,237012.9065508814,3.233463936574098,0.010580511752329332,-0.9894141979917945
2014-04-10,9.070065243012534,0.0,73300.0,281177.5557132392,207877.55571323918,2.835983024737233,0.009587105047554178,-0.9904081013999221
2014-04-11,8.750842497544493,0.0,73300.0,271281.45586236747,197981.45586236747,2.700974841232844,0.00924968498359946,-0.9907456901739088
2014-04-14,8.96253830313191,100.0,73400.0,277944.1050052771,204544.1050052771,2.7867044278648105,0.009473448525747814,-0.9905218147499893
2014-04-15,9.064798899883252,0.0,73400.0,281115.3862963624,207715.38629636238,2.8299098950458093,0.009581538496107836,-0.9904136707346441
2014-04-16,9.417477973457231,0.0,73400.0,292052.58579757466,218652.58579757466,2.978918062637257,0.009954322068864674,-0.9900407007701009
2014-04-17,9.429055630915725,0.0,73400.0,292411.6293554955,219011.6293554955,2.983809664243808,0.009966559711625259,-0.9900284570085189
2014-04-21,9.632457953404193,100.0,73500.0,298819.44380102295,225319.44380102295,3.0655706639594955,0.010181556999998209,-0.9898133522215018
2014-04-22,9.866686329757004,0.0,73500.0,306085.7089103793,232585.70891037933,3.164431413746658,0.010429137583935287,-0.9895656478472727
