scenario,start_label,years,leverage,actual_start,actual_end,contributed,final_value,profit,roi,worst_loss_on_deposits,lump_return,max_nav_drawdown
higher_financing,2002_trough,10,3,2002-10-07,2012-10-05,52200.0,95245.08562005818,43045.08562005818,0.8246184984685474,-0.8716134100035391,3.0967129953760573,-0.9519489064195314
higher_financing,2007_year_start,5,1,2007-01-03,2012-01-03,26200.0,34177.30643430295,7977.306434302947,0.3044773448207232,-0.43194109332708397,0.35143500050568477,-0.5351866489465811
higher_financing,2007_year_start,5,2,2007-01-03,2012-01-03,26200.0,36766.24276419579,10566.242764195791,0.4032917085570913,-0.7242598599142787,0.04579988725460371,-0.832744891548108
higher_financing,2007_year_start,5,3,2007-01-03,2012-01-03,26200.0,37087.23682048491,10887.236820484912,0.415543390094844,-0.8748251193374016,-0.4308212004003993,-0.9519489064195314
higher_financing,2007_year_start,10,1,2007-01-03,2017-01-03,52300.0,113684.83101016398,61384.83101016398,1.173706137861644,-0.43194109332708397,2.018897933774934,-0.5351866489465811
higher_financing,2007_year_start,10,2,2007-01-03,2017-01-03,52300.0,194960.7999310668,142660.7999310668,2.727739960441048,-0.7242598599142787,3.1540771100406637,-0.832744891548108
higher_financing,2007_year_start,10,3,2007-01-03,2017-01-03,52300.0,304411.5501317403,252111.55013174028,4.8204885302436,-0.8748251193374016,2.711241865862474,-0.9519489064195314
higher_financing,2008_year_start,5,1,2008-01-02,2013-01-02,26200.0,38654.20348660569,12454.203486605693,0.4753512781147211,-0.4004206057805699,0.3832891040660149,-0.49489717328448557
higher_financing,2008_year_start,5,2,2008-01-02,2013-01-02,26200.0,49299.10432098883,23099.10432098883,0.8816452030911768,-0.6711368324742755,0.16284286234502598,-0.7965898523184356
higher_financing,2008_year_start,5,3,2008-01-02,2013-01-02,26200.0,58707.39114218532,32507.39114218532,1.2407401199307375,-0.826094320583881,-0.30458990832367683,-0.9340875334383879
higher_financing,2008_year_start,10,1,2008-01-02,2018-01-02,52300.0,138898.41022454677,86598.41022454677,1.6558013427255598,-0.4004206057805699,2.4578488742934312,-0.49489717328448557
higher_financing,2008_year_start,10,2,2008-01-02,2018-01-02,52300.0,309168.37726067385,256868.37726067385,4.9114412478140315,-0.6711368324742755,4.811074578696702,-0.7965898523184356
higher_financing,2008_year_start,10,3,2008-01-02,2018-01-02,52300.0,640613.599314841,588313.599314841,11.248825990723537,-0.826094320583881,5.497725864662636,-0.9340875334383879
higher_financing,2010_year_start,5,1,2010-01-04,2015-01-02,26100.0,43748.58572918179,17648.58572918179,0.6761910241065818,-0.08224940279018833,1.348097813295928,-0.15989893103058062
higher_financing,2010_year_start,5,2,2010-01-04,2015-01-02,26100.0,67096.93079680705,40996.93079680705,1.5707636320615728,-0.17311191475158993,3.242720298957507,-0.30751870463829356
higher_financing,2010_year_start,5,3,2010-01-04,2015-01-02,26100.0,99361.70550215148,73261.70550215148,2.8069618966341565,-0.2634322976603507,5.8142255180668245,-0.4413804780465608
higher_financing,2010_year_start,10,1,2010-01-04,2020-01-03,52200.0,137571.31746745287,85371.31746745287,1.6354658518669134,-0.08224940279018833,4.120722999026109,-0.2277025696857189
higher_financing,2010_year_start,10,2,2010-01-04,2020-01-03,52200.0,293805.0124484449,241605.0124484449,4.628448514338025,-0.17311191475158993,13.85908612488785,-0.4257250978961743
higher_financing,2010_year_start,10,3,2010-01-04,2020-01-03,52200.0,577600.8568160629,525400.8568160629,10.06515051371768,-0.2634322976603507,33.260174585296184,-0.5826309094576784
higher_financing,2018_year_start,5,1,2018-01-02,2022-12-30,26100.0,30541.323969594978,4441.323969594978,0.1701656693331408,-0.1479293721882169,0.7405292160440928,-0.35147918072758744
higher_financing,2018_year_start,5,2,2018-01-02,2022-12-30,26100.0,27676.70950404131,1576.7095040413114,0.060410325825337674,-0.30502530430682373,0.801812637270714,-0.637987099052739
higher_financing,2018_year_start,5,3,2018-01-02,2022-12-30,26100.0,20512.529772313137,-5587.470227686863,-0.21407931906846223,-0.44466821994778805,0.3400671310673491,-0.8181949297275921
higher_financing,recent_five_years,5,1,2021-09-16,2026-09-16,26200.0,45084.39386435035,18884.39386435035,0.7207783917690973,-0.22795393108303785,0.9190622490703946,-0.35147918072758744
higher_financing,recent_five_years,5,2,2021-09-16,2026-09-16,26200.0,60008.4922562934,33808.4922562934,1.290400467797458,-0.427339434810341,1.113511339213514,-0.637987099052739
higher_financing,recent_five_years,5,3,2021-09-16,2026-09-16,26200.0,73343.38614042949,47143.38614042949,1.7993658832224995,-0.584446488818334,0.8488136366407513,-0.8181949297275921
